2025-05-22,00:33:00,2,1
2025-05-22,00:34:28,2,1
2025-05-22,00:41:35,2,1
2025-05-22,14:12:41,petro,nazar
2025-05-22,14:22:36,petro,1
2025-05-22,21:00:10,nazar,2567
